Date,Open,High,Low,Close,Adj Close,Volume
2019-02-14,282.100006,286.000000,281.200012,283.799988,258.983887,6278265
2019-02-15,283.899994,287.500000,283.299988,286.200012,261.174042,5106742
2019-02-18,287.000000,287.000000,283.899994,285.799988,260.808990,5060295
2019-02-19,284.399994,288.700012,283.000000,287.899994,262.725342,5180133
2019-02-20,252.000000,254.199997,234.500000,234.500000,213.994781,62113594
2019-02-21,233.000000,236.000000,230.500000,233.399994,212.990967,23231651
2019-02-22,233.199997,236.500000,231.500000,233.600006,213.173492,12650120
2019-02-25,233.000000,236.399994,232.600006,235.199997,214.633560,11243931
2019-02-26,230.100006,235.000000,230.100006,233.800003,213.355988,13511526
2019-02-27,234.199997,234.199997,228.800003,231.000000,210.800827,12108966
2019-02-28,231.600006,232.699997,227.100006,229.000000,208.975708,12885387
2019-03-01,229.399994,232.800003,228.500000,231.800003,211.530869,11911267
2019-03-04,231.300003,235.300003,231.100006,233.699997,213.264740,9132450
2019-03-05,233.899994,234.100006,230.600006,231.000000,210.800827,13708808
2019-03-06,229.000000,234.000000,229.000000,232.000000,211.713379,13023201
2019-03-07,231.899994,232.100006,227.300003,227.300003,207.424377,9530800
2019-03-08,225.100006,226.399994,223.199997,223.800003,204.230423,19495555
2019-03-11,226.600006,229.300003,223.699997,223.699997,204.139160,6809180
2019-03-12,227.699997,227.699997,223.300003,225.899994,206.146774,7370481
2019-03-13,225.100006,227.199997,223.600006,227.000000,207.150589,12244722
2019-03-14,225.699997,229.699997,225.399994,227.100006,207.241852,6531175
2019-03-15,228.500000,231.000000,221.899994,223.800003,204.230423,34982218
2019-03-18,224.199997,235.199997,223.300003,234.899994,214.359802,15889169
2019-03-19,235.300003,242.399994,235.300003,236.899994,216.184906,13677607
2019-03-20,236.000000,238.500000,233.500000,233.500000,213.082230,12703247
2019-03-21,233.500000,237.199997,231.699997,236.600006,215.911163,7116626
2019-03-22,237.399994,238.800003,234.699997,236.800003,216.093674,5945298
2019-03-25,235.000000,236.399994,232.899994,234.800003,214.268555,5290097
2019-03-26,234.600006,237.899994,233.899994,235.300003,214.724823,5660809
2019-03-27,236.699997,239.000000,235.600006,238.100006,217.279984,5768791
2019-03-28,237.000000,239.300003,232.600006,232.600006,212.260910,8948986
2019-03-29,234.800003,236.399994,232.600006,235.699997,215.089844,9486261
2019-04-01,234.699997,237.300003,233.500000,234.699997,214.177292,6743231
2019-04-02,234.899994,236.399994,230.000000,234.899994,214.359802,11055651
2019-04-03,236.699997,240.600006,236.600006,240.600006,219.561386,11446442
2019-04-04,240.199997,241.000000,238.100006,239.699997,218.740082,7756355
2019-04-05,240.199997,240.199997,235.600006,238.800003,217.918762,4952416
2019-04-08,237.500000,239.600006,235.699997,236.399994,215.728622,6693066
2019-04-09,236.399994,236.399994,233.899994,234.000000,213.538498,4997146
2019-04-10,233.899994,234.500000,230.899994,234.000000,213.538498,9777236
2019-04-11,233.899994,236.000000,233.399994,235.199997,214.633560,9526734
2019-04-12,235.000000,236.500000,234.500000,235.000000,214.451050,5131430
2019-04-15,235.800003,236.199997,233.199997,234.100006,213.629761,6805529
2019-04-16,232.199997,234.600006,230.100006,231.199997,210.983337,12360562
2019-04-17,230.100006,231.300003,226.300003,226.600006,206.785583,8438490
2019-04-18,227.600006,228.600006,226.300003,227.699997,207.789383,4356395
2019-04-23,229.000000,230.399994,225.500000,230.399994,210.253281,7732816
2019-04-24,231.300003,232.000000,224.399994,226.600006,206.785583,13230470
2019-04-25,217.199997,220.000000,212.100006,216.000000,197.112457,31844361
2019-04-26,215.899994,221.199997,214.800003,220.199997,200.945206,20533172
2019-04-29,219.699997,223.000000,219.000000,222.500000,203.044098,8007661
2019-04-30,221.399994,223.500000,219.800003,222.500000,203.044098,14191941
2019-05-01,229.500000,236.699997,228.300003,231.199997,210.983337,21961940
2019-05-02,230.500000,230.800003,222.500000,222.500000,203.044098,17717541
2019-05-03,225.300003,225.800003,219.500000,220.300003,201.036469,9750991
2019-05-07,219.300003,222.000000,213.199997,213.899994,195.196091,16119562
2019-05-08,212.000000,212.399994,208.100006,209.000000,190.724548,20565096
2019-05-09,209.600006,212.399994,208.500000,210.600006,192.184662,12577487
2019-05-10,210.699997,212.699997,209.600006,211.699997,193.188461,6791110
2019-05-13,211.800003,213.000000,203.100006,205.500000,187.530594,12804952
2019-05-14,206.699997,209.600006,206.199997,206.899994,188.808182,6680958
2019-05-15,208.300003,209.000000,206.300003,207.100006,188.990723,9282571
2019-05-16,206.100006,207.500000,203.399994,203.800003,185.979263,10455052
2019-05-17,203.100006,205.100006,199.300003,201.199997,183.606613,8978291
2019-05-20,200.800003,203.100006,197.800003,197.800003,180.503922,10838682
2019-05-21,198.899994,208.300003,198.550003,207.100006,188.990723,15000563
2019-05-22,206.699997,207.300003,198.449997,199.350006,181.918396,11886228
2019-05-23,197.300003,198.600006,193.199997,195.050003,177.994385,14672733
2019-05-24,196.149994,197.850006,194.199997,195.300003,178.222534,8472288
2019-05-28,196.000000,199.149994,195.350006,198.750000,181.370850,10976254
2019-05-29,196.500000,199.750000,196.500000,198.399994,181.051437,12220463
2019-05-30,199.550003,200.000000,197.600006,199.600006,182.146515,5295134
2019-05-31,198.250000,200.600006,197.399994,200.100006,182.602798,13436626
2019-06-03,199.649994,201.300003,198.050003,200.000000,182.511536,7781914
2019-06-04,198.850006,205.800003,195.250000,202.500000,184.792938,12290902
2019-06-05,202.699997,204.100006,201.199997,202.199997,184.519165,21363307
2019-06-06,195.649994,196.149994,193.550003,194.550003,184.756592,9645083
2019-06-07,194.600006,199.250000,193.800003,197.399994,187.463104,9720452
2019-06-10,198.050003,199.149994,197.550003,198.850006,188.840134,8581606
2019-06-11,198.699997,199.449997,197.000000,198.000000,188.032913,7094331
2019-06-12,197.649994,198.649994,194.250000,195.899994,186.038620,11181708
2019-06-13,192.699997,197.000000,192.699997,195.899994,186.038620,15818066
2019-06-14,195.100006,196.350006,193.250000,193.899994,184.139313,12819161
2019-06-17,193.550003,195.699997,193.000000,193.750000,183.996857,6936236
2019-06-18,194.550003,198.899994,192.750000,198.600006,188.602707,16124209
2019-06-19,198.000000,199.199997,193.750000,196.100006,186.228561,10472085
2019-06-20,196.800003,197.600006,192.399994,196.250000,186.371002,24073552
2019-06-21,195.600006,197.899994,194.550003,195.850006,185.991150,16807527
2019-06-24,195.600006,196.050003,186.000000,188.000000,178.536316,15671186
2019-06-25,187.000000,192.149994,185.300003,187.899994,178.441330,17225571
2019-06-26,187.550003,189.500000,187.199997,189.399994,179.865829,11882878
2019-06-27,189.100006,193.300003,189.100006,191.399994,181.765137,12581945
2019-06-28,192.300003,197.350006,191.949997,195.949997,186.086105,12110745
2019-07-01,196.050003,198.000000,194.100006,197.399994,187.463104,7349752
2019-07-02,198.300003,200.300003,195.500000,199.500000,189.457397,10102894
2019-07-03,196.949997,204.300003,194.000000,198.449997,188.460266,24590850
2019-07-04,199.050003,202.699997,198.500000,200.500000,190.407074,6571470
2019-07-05,200.399994,207.600006,199.949997,205.300003,194.965439,8944028
2019-07-08,205.399994,208.199997,202.300003,202.899994,192.686249,21753024
2019-07-09,202.000000,202.500000,200.100006,201.000000,190.881897,7026082
2019-07-10,201.000000,203.399994,200.600006,201.399994,191.261765,5094624
2019-07-11,201.699997,202.800003,199.250000,199.949997,189.884750,7065342
2019-07-12,199.949997,202.100006,199.250000,199.600006,189.552368,10795412
2019-07-15,199.800003,201.699997,199.699997,200.399994,190.312103,7380215
2019-07-16,200.399994,203.100006,200.300003,201.100006,190.976883,8922711
2019-07-17,200.300003,201.699997,197.149994,199.800003,189.742294,5982776
2019-07-18,199.050003,201.699997,198.149994,201.199997,191.071838,8157120
2019-07-19,201.199997,206.199997,200.500000,205.899994,195.535233,11784000
2019-07-22,209.100006,210.899994,206.100006,206.899994,196.484894,12845902
2019-07-23,206.100006,207.500000,202.000000,203.300003,193.066116,7724345
2019-07-24,202.800003,204.100006,200.800003,203.199997,192.971146,7355345
2019-07-25,204.000000,204.300003,199.800003,201.100006,190.976883,5917368
2019-07-26,201.100006,201.699997,198.750000,198.800003,188.792648,7652046
2019-07-29,199.000000,202.300003,197.800003,200.800003,190.691971,6831110
2019-07-30,201.199997,201.899994,198.050003,198.350006,188.365311,8149390
2019-07-31,198.000000,199.550003,195.800003,196.649994,186.750854,8472454
2019-08-01,195.699997,200.300003,193.899994,195.699997,185.848694,9304128
2019-08-02,193.199997,196.500000,192.100006,195.350006,185.516312,8053205
2019-08-05,192.850006,193.350006,189.100006,189.500000,179.960800,11897871
2019-08-06,188.750000,190.899994,186.923996,188.300003,178.821213,19280693
2019-08-07,188.350006,190.250000,186.699997,190.250000,180.673035,6767316
2019-08-08,190.449997,193.000000,188.850006,191.800003,182.145020,4663795
2019-08-09,191.350006,192.500000,190.449997,191.300003,181.670181,5373657
2019-08-12,192.000000,193.699997,189.500000,189.500000,179.960800,4159804
2019-08-13,188.949997,190.000000,186.899994,187.800003,178.346375,6161430
2019-08-14,188.149994,188.649994,184.669998,185.449997,176.114670,13504538
2019-08-15,185.050003,187.000000,177.050003,177.100006,168.184998,10364272
2019-08-16,178.000000,182.500000,177.100006,182.500000,173.313171,9927685
2019-08-19,182.899994,191.600006,181.421997,188.350006,178.868683,9627718
2019-08-20,187.949997,195.500000,185.559998,193.899994,184.139313,13631026
2019-08-21,192.449997,197.000000,191.399994,195.800003,185.943665,14424008
2019-08-22,195.050003,199.699997,194.899994,199.699997,189.647324,8736741
2019-08-23,198.600006,199.800003,196.800003,196.800003,186.893326,8948217
2019-08-27,196.350006,196.649994,191.123001,196.250000,186.371002,12091073
2019-08-28,196.250000,200.199997,195.949997,197.250000,187.320679,15737793
2019-08-29,196.550003,200.000000,195.460999,200.000000,189.932236,4850309
2019-08-30,197.949997,200.199997,195.800003,196.100006,186.228561,6438625
2019-09-02,196.100006,199.899994,196.000000,196.699997,186.798355,4693788
2019-09-03,198.600006,198.600006,194.199997,197.550003,187.605576,5085031
2019-09-04,197.750000,201.899994,197.600006,199.949997,189.884750,6227594
2019-09-05,201.600006,202.725998,200.000000,200.800003,190.691971,5305510
2019-09-06,200.800003,203.000000,200.100006,201.600006,191.451706,16156564
2019-09-09,202.600006,203.500000,199.850006,200.800003,190.691971,4601826
2019-09-10,200.500000,208.100006,200.300003,207.800003,197.339600,26853973
2019-09-11,207.699997,214.699997,207.699997,213.000000,202.277832,8845696
2019-09-12,215.000000,216.300003,212.699997,215.399994,204.557022,10738100
2019-09-13,215.000000,222.399994,214.300003,221.399994,210.254990,10396467
2019-09-16,220.000000,222.800003,218.500000,220.100006,209.020447,6777869
2019-09-17,222.500000,224.500000,213.500000,215.300003,204.462067,9956143
2019-09-18,213.899994,218.800003,213.199997,214.199997,203.417435,8478622
2019-09-19,215.100006,216.000000,212.800003,214.899994,204.082184,4460823
2019-09-20,215.000000,220.100006,215.000000,215.899994,205.031845,11288838
2019-09-23,218.899994,218.899994,212.307999,216.500000,205.601654,10499297
2019-09-24,217.300003,217.399994,212.500000,213.000000,202.277832,7256872
2019-09-25,217.399994,220.300003,213.500000,216.500000,205.601654,10013146
2019-09-26,216.800003,222.800003,215.399994,220.600006,209.495270,10231207
2019-09-27,219.800003,222.699997,219.300003,222.500000,211.299622,7313189
2019-09-30,221.899994,223.100006,219.800003,219.800003,208.735519,8435730
2019-10-01,220.500000,223.229004,219.600006,220.199997,209.115402,5265785
2019-10-02,218.100006,220.199997,213.899994,214.399994,203.607361,6965952
2019-10-03,214.000000,214.000000,205.699997,208.300003,197.814438,8314259
2019-10-04,208.000000,210.100006,206.600006,210.100006,199.523819,4961402
2019-10-07,209.000000,211.742004,208.300003,210.800003,200.188583,16910209
2019-10-08,212.000000,212.000000,205.000000,206.800003,196.389938,6466120
2019-10-09,206.100006,208.000000,202.300003,202.300003,192.116470,4783160
2019-10-10,202.399994,205.600006,201.800003,205.600006,195.250336,4962611
2019-10-11,203.899994,222.000000,203.899994,214.600006,203.797302,12033078
2019-10-14,213.600006,222.000000,205.348999,213.800003,203.037567,6765941
2019-10-15,216.399994,218.500000,211.399994,216.399994,205.506683,6132433
2019-10-16,215.199997,216.199997,209.399994,214.899994,204.082184,7566868
2019-10-17,215.699997,219.699997,213.000000,218.800003,207.785873,8669290
2019-10-18,218.800003,220.100006,215.100006,216.199997,205.316742,9537735
2019-10-21,215.500000,218.600006,215.199005,215.399994,204.557022,5238453
2019-10-22,216.500000,216.800003,211.598999,211.699997,201.043274,6619980
2019-10-23,211.399994,215.899994,210.600006,214.000000,203.227493,5738572
2019-10-24,213.800003,218.399994,213.800003,216.600006,205.696625,7217255
2019-10-25,214.699997,216.899994,211.100006,212.300003,201.613068,4295152
2019-10-28,213.300003,216.899994,210.565002,212.699997,201.992920,4499374
2019-10-29,212.899994,213.699997,207.500000,210.800003,200.188583,6449759
2019-10-30,209.100006,210.751007,203.100006,205.699997,195.345291,8049850
2019-10-31,206.500000,206.500000,203.000000,203.500000,193.256058,6573124
2019-11-01,204.899994,205.800003,203.300003,204.600006,194.300690,6142334
2019-11-04,204.199997,207.600006,203.500000,206.699997,196.294952,5148738
2019-11-05,206.800003,208.000000,204.500000,205.699997,195.345291,5775978
2019-11-06,206.899994,208.899994,204.619003,205.500000,195.155365,6174908
2019-11-07,206.300003,209.500000,204.800003,205.600006,195.250336,11132127
2019-11-08,203.500000,206.770004,200.300003,201.000000,190.881897,12628143
2019-11-11,200.000000,205.000000,198.500000,204.000000,193.730881,7948580
2019-11-12,204.399994,209.000000,203.500000,208.000000,197.529526,9052285
2019-11-13,206.699997,207.225998,203.199997,206.000000,195.630203,7582977
2019-11-14,200.600006,205.300003,199.500000,201.300003,194.279037,8303772
2019-11-15,202.899994,206.800003,200.399994,204.800003,197.656967,7205574
2019-11-18,202.899994,209.600006,202.899994,209.600006,202.289551,8194708
2019-11-19,208.399994,214.199997,208.399994,212.300003,204.895370,13223160
2019-11-20,211.399994,212.800003,209.699997,211.899994,204.509323,11194222
2019-11-21,210.600006,211.899994,209.000000,211.699997,204.316299,12457367
2019-11-22,212.000000,214.800003,211.199997,214.399994,206.922119,12013652
2019-11-25,214.000000,217.300003,214.000000,216.800003,209.238419,7241481
2019-11-26,216.399994,219.399994,215.500000,218.000000,210.396561,10210508
2019-11-27,219.399994,222.000000,217.800003,220.500000,212.809372,13315060
2019-11-28,220.000000,221.100006,219.199997,220.899994,213.195419,7677591
2019-11-29,218.000000,220.500000,214.300003,214.300003,206.825623,6682166
2019-12-02,214.100006,215.699997,212.373001,213.100006,205.667480,6658497
2019-12-03,213.600006,214.600006,209.800003,212.000000,204.605835,7343282
2019-12-04,210.800003,213.500000,209.378006,213.399994,205.957001,9254233
2019-12-05,214.800003,217.800003,213.000000,216.000000,208.466324,8423475
2019-12-06,215.500000,220.500000,215.500000,220.000000,212.326813,7994669
2019-12-09,220.899994,225.500000,219.705002,223.500000,215.704742,11791695
2019-12-10,223.399994,223.399994,219.199997,220.399994,212.712860,8084869
2019-12-11,219.300003,220.500000,216.600006,217.399994,209.817490,6447637
2019-12-12,217.500000,219.500000,215.500000,217.500000,209.914001,12640223
2019-12-13,226.000000,227.199997,222.300003,223.199997,215.415192,16161481
2019-12-16,224.600006,230.300003,224.190002,229.500000,221.495468,10604465
2019-12-17,229.000000,230.100006,223.500000,230.000000,221.978027,18087256
2019-12-18,229.600006,233.300003,227.699997,232.100006,224.004791,9369474
2019-12-19,233.899994,235.600006,232.399994,233.500000,225.355957,12791070
2019-12-20,234.800003,234.809998,231.649002,232.699997,224.583862,7764314
2019-12-23,232.199997,235.154007,231.300003,234.399994,226.224564,5025719
2019-12-24,235.100006,235.660004,232.190002,234.199997,226.031540,1052614
2019-12-27,236.000000,236.699997,234.289993,235.800003,227.575745,2355713
2019-12-30,234.100006,236.600006,233.600006,234.399994,226.224564,6469414
